titulo,textos,verdadeira
“Eficácia da máscara é quase nenhuma.”,“Eficácia da máscara é quase nenhuma.”,1
"“É um remédio para algumas coisas [hidroxicloroquina], mas que serviu também para que vidas fossem salvas em todos aqueles que fossem acometidos da Covid-19. ”","“É um remédio para algumas coisas [hidroxicloroquina], mas que serviu também para que vidas fossem salvas em todos aqueles que fossem acometidos da Covid-19. ”",1
"“E mais ainda, o homem no campo não parou de trabalhar, não teve lockdown, todos trabalharam e o índice de morte foi o mais baixo de todos, levando-se em conta os demais setores.”","“E mais ainda, o homem no campo não parou de trabalhar, não teve lockdown, todos trabalharam e o índice de morte foi o mais baixo de todos, levando-se em conta os demais setores.”",1
“- Um dos melhores estudos sobre o COVID-19 concluiu que a maioria das pessoas é imune ao vírus.”,“- Um dos melhores estudos sobre o COVID-19 concluiu que a maioria das pessoas é imune ao vírus.”,1
"“- Também que a política de ""fechar tudo"" teria sido baseada em ciência falha, e as consequências danosas à sociedade serão sentidas por décadas. [de acordo com suposto estudo que teria concluído que a maioria da população seria imune à Covid-19]”","“- Também que a política de ""fechar tudo"" teria sido baseada em ciência falha, e as consequências danosas à sociedade serão sentidas por décadas. [de acordo com suposto estudo que teria concluído que a maioria da população seria imune à Covid-19]”",1
"“Como prova de nosso trabalho de reconhecimento e apoio ao estado do Pará, como disse aqui o próprio governador e o ministro Marinho, nós destinamos só para o estado do Pará, para ações de combate ao COVID 19, mais de 2 bilhões de reais.”","“Como prova de nosso trabalho de reconhecimento e apoio ao estado do Pará, como disse aqui o próprio governador e o ministro Marinho, nós destinamos só para o estado do Pará, para ações de combate ao COVID 19, mais de 2 bilhões de reais.”",1
"“(...) muitos médicos defendem esse tratamento [hidroxicloroquina] e sabemos que mais de cem mil pessoas morreram no Brasil, que, caso tivessem sido tratados lá atrás com esse medicamento, poderiam suas vidas [sic] terem sido evitadas”","“(...) muitos médicos defendem esse tratamento [hidroxicloroquina] e sabemos que mais de cem mil pessoas morreram no Brasil, que, caso tivessem sido tratados lá atrás com esse medicamento, poderiam suas vidas [sic] terem sido evitadas”",1
“O pessoal que tem tomado [hidroxicloroquina] desde o início dos sintomas tem tido sucesso no tratamento [de Covid-19]. ”,“O pessoal que tem tomado [hidroxicloroquina] desde o início dos sintomas tem tido sucesso no tratamento [de Covid-19]. ”,1
"“Mais uma pessoa habilitada [pesquisador britânico Karl Friston] diz que 80% das pessoas não vão sentir nada, zero, não vai ter nem uma pequena gripe.”","“Mais uma pessoa habilitada [pesquisador britânico Karl Friston] diz que 80% das pessoas não vão sentir nada, zero, não vai ter nem uma pequena gripe.”",1
"“Nós tomamos decisões desde lá atrás, desde antes do Carnaval [sobre Covid-19].”","“Nós tomamos decisões desde lá atrás, desde antes do Carnaval [sobre Covid-19].”",1
"“Tem uma portaria do Mandetta de 20 de março. Portaria 454. Determinou o isolamento domiciliar da pessoa com isolamento respiratório e das pessoas que residam no mesmo endereço, mesmo assintomáticas, pelo prazo de 14 dias. Ou seja, isolamento domiciliar.”","“Tem uma portaria do Mandetta de 20 de março. Portaria 454. Determinou o isolamento domiciliar da pessoa com isolamento respiratório e das pessoas que residam no mesmo endereço, mesmo assintomáticas, pelo prazo de 14 dias. Ou seja, isolamento domiciliar.”",1
"“E esse isolamento domiciliar, tivemos essa cidade dos EUA, Nova York, dizendo que mais de 70% das pessoas se contaminaram em casa.”","“E esse isolamento domiciliar, tivemos essa cidade dos EUA, Nova York, dizendo que mais de 70% das pessoas se contaminaram em casa.”",1
"“O auxílio emergencial, que custa R$ 50 bilhões por mês.”","“O auxílio emergencial, que custa R$ 50 bilhões por mês.”",1
“Baixou o número de mortos por outros tipos de doença. Baixou assustadoramente.”,“Baixou o número de mortos por outros tipos de doença. Baixou assustadoramente.”,1
“Depois o nosso STF resolveu dizer que quem tomava essas medidas [de isolamento e restrição de circulação] eram governadores e prefeitos.”,“Depois o nosso STF resolveu dizer que quem tomava essas medidas [de isolamento e restrição de circulação] eram governadores e prefeitos.”,1
"“Quase R$ 700 bilhões de uma forma ou outra para combater o vírus. Não só dinheiro na veia para estados e municípios, medidas outras para evitar o desemprego.”","“Quase R$ 700 bilhões de uma forma ou outra para combater o vírus. Não só dinheiro na veia para estados e municípios, medidas outras para evitar o desemprego.”",1
“Quase 3 milhões de vidas salvas ou em recuperação (início de agosto).”,“Quase 3 milhões de vidas salvas ou em recuperação (início de agosto).”,1
“Um dos menores índices de óbitos por milhão entre as grandes nações.”,“Um dos menores índices de óbitos por milhão entre as grandes nações.”,1
“Sempre um dos países que mais recupera infectados.”,“Sempre um dos países que mais recupera infectados.”,1
“[O governo do Brasil] em 3 de fevereiro já decretava estado de emergência em saúde.”,“[O governo do Brasil] em 3 de fevereiro já decretava estado de emergência em saúde.”,1
“[O governo do Brasil] já investiu ou destinou em torno de R$ 1 trilhão para ações de saúde (combate à pandemia) e preservação do emprego e da dignidade dos brasileiros.”,“[O governo do Brasil] já investiu ou destinou em torno de R$ 1 trilhão para ações de saúde (combate à pandemia) e preservação do emprego e da dignidade dos brasileiros.”,1
“[O governo do Brasil já enviou/entregou a estados e municípios] 214 milhões de equipamentos de proteção (...)”,“[O governo do Brasil já enviou/entregou a estados e municípios] 214 milhões de equipamentos de proteção (...)”,1
"“Não se tem notícias, ou seriam raras, de filas em hospitais por falta de leitos UTIs ou respiradores.”","“Não se tem notícias, ou seriam raras, de filas em hospitais por falta de leitos UTIs ou respiradores.”",1
"“(...) [a] Hidroxicloroquina que, mesmo não tendo ainda comprovação científica, salvou a minha vida e, como relatos, a de milhares de brasileiros.”","“(...) [a] Hidroxicloroquina que, mesmo não tendo ainda comprovação científica, salvou a minha vida e, como relatos, a de milhares de brasileiros.”",1
“Tem menos gente morrendo de determinadas doenças que morriam no ano passado. Bem menos. E isso é creditado como Covid.”,“Tem menos gente morrendo de determinadas doenças que morriam no ano passado. Bem menos. E isso é creditado como Covid.”,1
“Não temos um remédio comprovado cientificamente.”,“Não temos um remédio comprovado cientificamente.”,1
“Olha aqui a região do Rio Grande do Sul. Agora que o vírus tá batendo lá.”,“Olha aqui a região do Rio Grande do Sul. Agora que o vírus tá batendo lá.”,1
"“Com todo o respeito, o STF decidiu que as medidas restritivas eram de competência exlcusiva de governadores e prefeitos.”","“Com todo o respeito, o STF decidiu que as medidas restritivas eram de competência exlcusiva de governadores e prefeitos.”",1
"“Igual tivemos na Bahia, por exemplo, governador proibindo [hidroxicloroquina]. Simplesmente proibindo.”","“Igual tivemos na Bahia, por exemplo, governador proibindo [hidroxicloroquina]. Simplesmente proibindo.”",1
"“Depois o Marcos Pontes, nosso ministro da Ciência e Tecnologia, investiu, tem um nome científico, mas é conhecido como Annita. Parece que deu certo... parece... segundo... Comprovação não. Segundo testes de pessoas que se submeteram, deu certo também.”","“Depois o Marcos Pontes, nosso ministro da Ciência e Tecnologia, investiu, tem um nome científico, mas é conhecido como Annita. Parece que deu certo... parece... segundo... Comprovação não. Segundo testes de pessoas que se submeteram, deu certo também.”",1
"“Pedi também junto ao nosso embaixador na Índia o número de óbitos lá também. Lá são 1,3 bilhão de habitantes, e um pessoal pobre, sem muita energia, são pessoas sem (...) sem muitos anticorpos, e o número de mortos foi lá embaixo.”","“Pedi também junto ao nosso embaixador na Índia o número de óbitos lá também. Lá são 1,3 bilhão de habitantes, e um pessoal pobre, sem muita energia, são pessoas sem (...) sem muitos anticorpos, e o número de mortos foi lá embaixo.”",1
"“Eu vi publicado no Diário Oficial do Estado, que a responsabilidade é do governador do estado de São Paulo, dizendo claramente ali, traduzindo, que o médico ao constatar ou ao não puder constatar na prática se é Covid ou não, é pra botar Covid.”","“Eu vi publicado no Diário Oficial do Estado, que a responsabilidade é do governador do estado de São Paulo, dizendo claramente ali, traduzindo, que o médico ao constatar ou ao não puder constatar na prática se é Covid ou não, é pra botar Covid.”",1
“Outras comorbidades também tem morrido menos gente que no ano passado. E essa conta tá indo pro Covid.”,“Outras comorbidades também tem morrido menos gente que no ano passado. E essa conta tá indo pro Covid.”,1
"“Pará, por exemplo, recebeu mais de R$ 2 bilhões.”","“Pará, por exemplo, recebeu mais de R$ 2 bilhões.”",1
"“Eu fui cerceado, o meu governo, na possibilidade de discutir esse assunto [medidas de isolamento] pelo nosso, aqui, à minha esquerda aqui, o Supremo Tribunal Federal. A nós coube apenas, praticamente, fornecer meios e recursos para estados e municípios.”","“Eu fui cerceado, o meu governo, na possibilidade de discutir esse assunto [medidas de isolamento] pelo nosso, aqui, à minha esquerda aqui, o Supremo Tribunal Federal. A nós coube apenas, praticamente, fornecer meios e recursos para estados e municípios.”",1
"“Lamento que em alguns locais do Brasil, o respectivo chefe do Executivo continua proibindo isso [hidroxicloroquina], repito, sem apresentar alternativas.”","“Lamento que em alguns locais do Brasil, o respectivo chefe do Executivo continua proibindo isso [hidroxicloroquina], repito, sem apresentar alternativas.”",1
"“E quando você não tem alternativa [para o tratamento da Covid-19 além da hidroxicloroquina], não proíba um médico que porventura queira usar aquele medicamento.”","“E quando você não tem alternativa [para o tratamento da Covid-19 além da hidroxicloroquina], não proíba um médico que porventura queira usar aquele medicamento.”",1
“Ainda não temos alternativa [para o tratamento da Covid-19 além da hidroxicloroquina].”,“Ainda não temos alternativa [para o tratamento da Covid-19 além da hidroxicloroquina].”,1
"“O pessoal fala: ""ah, não tem comprovação científica"". Nós sabemos que não tem comprovação científica. Mas não tem também ninguém cientificamente dizendo que não faz efeito.”","“O pessoal fala: ""ah, não tem comprovação científica"". Nós sabemos que não tem comprovação científica. Mas não tem também ninguém cientificamente dizendo que não faz efeito.”",1
"“Tô curado do Covid, já tenho anticorpos, sem problema.”","“Tô curado do Covid, já tenho anticorpos, sem problema.”",1
“Não tem comprovação científica? Não tem. Mas também não tem dizendo que não faz efeito. ”,“Não tem comprovação científica? Não tem. Mas também não tem dizendo que não faz efeito. ”,1
